PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,z_SiteEnergyUse(kBtu),z_TotalGHGEmissions
Supermarket / Grocery Store,98118,SOUTHEAST,1959,1,1,0,67450,Supermarket/Grocery Store,66,2842820,2061754,781065,56,-0.0017807762096744703,-0.06390697937060157
Warehouse,98119,MAGNOLIA / QUEEN ANNE,1948,1,1,0,46970,Non-Refrigerated Warehouse,19,882896,882896,0,6,-0.8116688995253893,-0.8661791171039902
Warehouse,98119,MAGNOLIA / QUEEN ANNE,1931,1,1,0,47554,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",33,1035555,844482,191073,16,-0.7485864988724795,-0.7057246895573124
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1979,1,2,5400,37616,Office,29,1234096,107823,1126273,61,-0.6665445432194923,0.016320234402737298
Mixed Use Property,98119,MAGNOLIA / QUEEN ANNE,1931,1,1,0,24196,"Medical Office, Non-Refrigerated Warehouse, Office, Other",44,1055033,731279,323754,22,-0.7405377169472909,-0.6094520330293058
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1940,1,2,0,20671,Office,31,638507,198321,440186,25,-0.9126563605539825,-0.5613157047653025
Warehouse,98134,GREATER DUWAMISH,1927,1,1,0,21600,Non-Refrigerated Warehouse,23,499829,264154,235675,14,-0.9699614729793503,-0.737815575066648
Worship Facility,98146,SOUTHWEST,1977,1,1,0,35844,Worship Facility,24,866126,866126,0,6,-0.8185986701838458,-0.8661791171039902
Small- and Mid-Sized Office,98103,LAKE UNION,1916,1,3,0,31774,"Office, Parking, Retail Store",48,1639136,1477827,161309,19,-0.499172193338682,-0.6575883612933091
Warehouse,98134,GREATER DUWAMISH,1953,1,1,0,26094,Non-Refrigerated Warehouse,27,709991,709991,0,5,-0.8831174383268448,-0.8822245598586579
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1983,1,2,0,23687,Office,46,1084554,1084554,0,8,-0.7283389238877624,-0.8340882315946546
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1983,1,2,0,24221,Office,59,1435563,1435563,0,10,-0.5832934934134554,-0.801997346085319
Mixed Use Property,98101,DOWNTOWN,1900,1,2,14083,57836,"Office, Parking, Retail Store",93,5381105,5381104,0,38,1.0471001370759578,-0.3527249489546215
Small- and Mid-Sized Office,98101,DOWNTOWN,1900,1,2,0,32027,"Office, Retail Store",125,3999505,1820615,2178890,128,0.4761895144329411,1.091364898965478
Small- and Mid-Sized Office,98105,DOWNTOWN,1906,1,3,0,32160,"Office, Retail Store",56,2805826,2805826,0,20,-0.017067594083194852,-0.6415429185386413
Other,98134,GREATER DUWAMISH,1992,1,3,7572,40264,"Other - Lodging/Residential, Parking",82,3540226,1699980,1840246,110,0.2864042945018018,0.8025469293814581
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1914,1,3,0,34425,"Non-Refrigerated Warehouse, Office",40,2018386,1238171,780215,50,-0.3424568968437746,-0.1601796358986082
K-12 School,98108,GREATER DUWAMISH,1971,1,2,0,52609,K-12 School,34,1801942,1066165,735777,47,-0.4318968062295195,-0.2083159641626115
Medical Office,98116,SOUTHWEST,1984,1,3,12000,28304,"Medical Office, Parking",98,1961582,1961581,0,14,-0.36592968709320567,-0.737815575066648
Distribution Center,98108,GREATER DUWAMISH,1990,1,1,0,29619,"Distribution Center, Office",43,1280264,553737,726527,42,-0.6474668060841544,-0.28854317793595036
K-12 School,98144,CENTRAL,1922,1,2,0,21592,K-12 School,69,1431784,472592,959192,54,-0.5848550678510407,-0.09599786487993711
K-12 School,98115,NORTH,1931,1,2,0,23923,K-12 School,34,805644,504519,301124,20,-0.8435912992216968,-0.6415429185386413
Small- and Mid-Sized Office,98144,CENTRAL,1907,1,3,0,25200,"Office, Retail Store",73,1748444,1208901,539543,37,-0.454003477111219,-0.3687703917092892
Small- and Mid-Sized Office,98133,CENTRAL,1947,1,1,0,45068,Office,6,284857,141784,143073,9,-1.058793116270328,-0.8180427888399868
Small- and Mid-Sized Office,98144,CENTRAL,1963,1,2,0,28296,Office,49,1328461,1328461,0,9,-0.6275506369472656,-0.8180427888399868
Small- and Mid-Sized Office,98122,CENTRAL,1999,1,3,0,31357,"Medical Office, Office, Parking",64,1965076,1774664,190411,22,-0.36448588156663164,-0.6094520330293058
Distribution Center,98134,GREATER DUWAMISH,1968,1,1,0,160000,Distribution Center,7,1157976,1157977,0,8,-0.6979991730657477,-0.8340882315946546
Warehouse,98134,GREATER DUWAMISH,1960,1,1,0,53550,Non-Refrigerated Warehouse,86,4590246,1499028,3091218,175,0.7202980206074912,1.8455007084348634
Warehouse,98134,GREATER DUWAMISH,1924,1,1,0,38412,"Non-Refrigerated Warehouse, Office",41,1628540,421294,1207246,67,-0.5035507174828087,0.11259289093074393
Self-Storage Facility,98134,GREATER DUWAMISH,1930,1,1,0,25881,Self-Storage Facility,21,545426,545426,0,4,-0.9511196868902843,-0.8982700026133257
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1953,1,1,0,24291,Office,27,655422,329487,325936,20,-0.9056666723793975,-0.6415429185386413
Warehouse,98108,GREATER DUWAMISH,1966,1,1,0,36544,Non-Refrigerated Warehouse,35,1269848,1269847,0,9,-0.6517709498634319,-0.8180427888399868
Warehouse,98134,GREATER DUWAMISH,1949,1,1,0,20796,Non-Refrigerated Warehouse,64,1324092,416703,907389,51,-0.629356013691857,-0.1441341931439404
Distribution Center,98134,GREATER DUWAMISH,1947,1,1,0,21349,"Distribution Center, Office",31,659762,390044,269718,17,-0.9038732791380318,-0.6896792468026447
Warehouse,98134,GREATER DUWAMISH,1936,1,1,0,38630,Non-Refrigerated Warehouse,11,416886,416886,0,3,-1.004235531877642,-0.9143154453679935
Warehouse,98134,GREATER DUWAMISH,1950,1,1,0,20724,"Non-Refrigerated Warehouse, Office",88,1832032,303491,1528541,83,-0.41946288857221753,0.3693199750054283
Other,98134,GREATER DUWAMISH,1960,1,1,0,24109,"Manufacturing/Industrial Plant, Parking",197,4747404,4747403,0,33,0.7852395171573834,-0.43295216272796033
Refrigerated Warehouse,98134,GREATER DUWAMISH,1955,1,1,0,25375,"Office, Refrigerated Warehouse",158,4069302,4069301,0,28,0.5050313273517415,-0.5131793765012992
Warehouse,98134,GREATER DUWAMISH,1985,1,1,0,22803,"Non-Refrigerated Warehouse, Other",34,764094,413650,350444,22,-0.8607607667744018,-0.6094520330293058
Mixed Use Property,98134,GREATER DUWAMISH,1985,1,1,0,23100,"Office, Other - Public Services",187,4323672,1572644,2751028,157,0.6101431796112263,1.5566827388508433
Refrigerated Warehouse,98134,GREATER DUWAMISH,1951,1,1,0,41550,Refrigerated Warehouse,16,642645,642645,0,4,-0.9109464386109477,-0.8982700026133257
Other,98108,GREATER DUWAMISH,1994,1,2,0,54170,Other,107,5804784,2816387,2988397,178,1.2221745737369092,1.8936370366988666
K-12 School,98108,GREATER DUWAMISH,2000,1,2,0,64493,K-12 School,31,1989764,1671294,318470,29,-0.3542842013033059,-0.4971339337466314
K-12 School,98118,SOUTHEAST,1912,1,2,0,42252,K-12 School,52,2203758,318351,1885408,102,-0.2658566913280094,0.674183387344116
Self-Storage Facility,98118,GREATER DUWAMISH,1955,1,1,0,23100,Self-Storage Facility,37,863703,693592,170111,14,-0.8195999125395668,-0.737815575066648
Worship Facility,98118,SOUTHEAST,1981,1,3,0,22895,"Parking, Worship Facility",19,440419,226988,213431,13,-0.9945111256220991,-0.7538610178213158
Retail Store,98118,GREATER DUWAMISH,2002,1,2,17471,36740,"Parking, Retail Store, Supermarket/Grocery Store",36,1267463,1267463,0,9,-0.6527564896976845,-0.8180427888399868
K-12 School,98178,SOUTHEAST,1961,1,1,0,41428,K-12 School,34,1404702,657517,747185,44,-0.5960460069668616,-0.2564522924266148
Self-Storage Facility,98115,NORTHEAST,2006,1,6,7132,41047,Self-Storage Facility,16,797170,652860,144310,12,-0.8470929615091005,-0.7699064605759836
Warehouse,98134,GREATER DUWAMISH,1937,1,1,0,52325,Non-Refrigerated Warehouse,16,808968,540429,268539,18,-0.8422177418174804,-0.6736338040479769
Other,98134,GREATER DUWAMISH,1920,1,4,0,20600,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13,270838,101274,169565,10,-1.064586107019338,-0.801997346085319
Retail Store,98134,GREATER DUWAMISH,1944,1,1,0,25880,Retail Store,6,162960,162960,0,1,-1.1091639125704986,-0.9464063308773291
Warehouse,98134,GREATER DUWAMISH,1960,1,1,0,45842,"Non-Refrigerated Warehouse, Office",11,819355,671187,148167,13,-0.8379255815414287,-0.7538610178213158
Other,98134,GREATER DUWAMISH,1972,1,1,0,31365,Other,21,652992,641398,11594,5,-0.9066708073048625,-0.8822245598586579
Other,98134,GREATER DUWAMISH,1910,1,1,0,32100,Other,24,758009,314021,443988,26,-0.8632752363305561,-0.5452702620106347
Warehouse,98134,GREATER DUWAMISH,1966,1,1,0,20520,"Non-Refrigerated Warehouse, Office",57,1167888,458877,709011,41,-0.6939032943080482,-0.30458862069061815
Warehouse,98134,GREATER DUWAMISH,1945,1,1,0,22972,Non-Refrigerated Warehouse,22,495481,495481,0,3,-0.9717581720147093,-0.9143154453679935
Warehouse,98134,GREATER DUWAMISH,1953,1,1,0,24990,"Non-Refrigerated Warehouse, Office",16,523614,414213,109401,9,-0.9601329342130185,-0.8180427888399868
Retail Store,98134,GREATER DUWAMISH,1951,1,2,0,24000,"Office, Retail Store",48,1318947,630883,688064,41,-0.6314820524537984,-0.30458862069061815
Warehouse,98108,GREATER DUWAMISH,1963,1,1,0,100386,"Non-Refrigerated Warehouse, Other - Services",36,3626432,2095246,1531185,96,0.322026704125111,0.5779107308161093
Distribution Center,98108,GREATER DUWAMISH,1966,1,1,0,24354,"Distribution Center, Office",30,735908,472280,263628,17,-0.8724079054612983,-0.6896792468026447
Distribution Center,98108,GREATER DUWAMISH,1959,1,1,0,33600,"Distribution Center, Office",25,847419,642794,204625,15,-0.8263288562129302,-0.7217701323119802
Other,98108,GREATER DUWAMISH,1974,1,1,0,20819,Manufacturing/Industrial Plant,81,1694930,839797,855134,51,-0.4761167595809052,-0.1441341931439404
Warehouse,98108,GREATER DUWAMISH,1967,1,1,0,23296,"Non-Refrigerated Warehouse, Office",61,1429856,778664,651191,40,-0.5856517642034261,-0.3206340634452859
Mixed Use Property,98134,GREATER DUWAMISH,1954,1,1,0,35222,"Non-Refrigerated Warehouse, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",51,1758135,1147678,610456,40,-0.4499989209125845,-0.3206340634452859
Refrigerated Warehouse,98108,GREATER DUWAMISH,1957,1,1,0,25520,Refrigerated Warehouse,64,1610795,575346,1035448,59,-0.5108833817841987,-0.015770651106598248
Other,98134,GREATER DUWAMISH,1952,1,1,0,25460,Other,102,834712,834712,0,6,-0.831579696747039,-0.8661791171039902
K-12 School,98106,DELRIDGE,1970,1,1,0,41526,K-12 School,44,1814947,874604,940342,56,-0.42652282486916016,-0.06390697937060157
Small- and Mid-Sized Office,98115,NORTH,1974,1,2,0,24291,Office,38,920431,920430,0,6,-0.796158527333072,-0.8661791171039902
Retail Store,98115,NORTH,1958,1,2,0,20738,Retail Store,25,526753,526753,0,4,-0.9588358232948971,-0.8982700026133257
Mixed Use Property,98125,NORTH,2000,1,4,0,30948,"Office, Other",39,919746,919746,0,6,-0.7964415859437484,-0.8661791171039902
Medical Office,98144,NORTH,1986,1,2,7056,21329,Medical Office,129,2654316,2654315,0,18,-0.07967520007381691,-0.6736338040479769
Warehouse,98134,GREATER DUWAMISH,1978,1,1,0,21755,"Non-Refrigerated Warehouse, Office",42,844077,592096,251981,18,-0.8277098516536314,-0.6736338040479769
Other,98134,GREATER DUWAMISH,1960,1,1,0,27933,Other,219,6129780,6129779,0,43,1.3564708018177503,-0.2724977351812826
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1983,1,1,0,23143,"Non-Refrigerated Warehouse, Office",49,1139981,469813,670168,39,-0.7054351434294283,-0.3366795061999537
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1962,1,1,0,28800,"Non-Refrigerated Warehouse, Office",58,2107744,786547,1028822,60,-0.30553200438710504,0.00027479164806952494
Warehouse,98134,GREATER DUWAMISH,1952,1,1,0,39600,Non-Refrigerated Warehouse,10,405050,405050,0,3,-1.0091264540907303,-0.9143154453679935
Warehouse,98134,GREATER DUWAMISH,1952,1,1,0,39600,Non-Refrigerated Warehouse,12,468397,338683,129714,9,-0.9829499375790285,-0.8180427888399868
Distribution Center,98134,GREATER DUWAMISH,1937,1,1,0,41248,Distribution Center,27,1108311,918219,190092,16,-0.7185219554004071,-0.7057246895573124
Other,98134,GREATER DUWAMISH,2009,1,1,0,36400,"Other, Retail Store",43,1567747,804194,763553,46,-0.5286718592621492,-0.22436140691727927
Other,98116,SOUTHWEST,1920,1,1,0,31332,Other,114,3573328,3573328,0,25,0.3000828435975815,-0.5613157047653025
Worship Facility,98116,SOUTHWEST,1948,1,2,0,35864,Worship Facility,34,1228114,467833,760281,44,-0.6690164506779828,-0.2564522924266148
Worship Facility,98108,GREATER DUWAMISH,1954,1,1,0,20484,Worship Facility,40,822637,115043,707593,38,-0.8365693795556771,-0.3527249489546215
Medical Office,98105,NORTHEAST,1984,1,4,17622,27642,Medical Office,85,1849331,1849331,0,13,-0.4123145222859541,-0.7538610178213158
Medical Office,98105,NORTHEAST,1987,2,4,14576,22356,Medical Office,102,2824097,2824096,0,20,-0.009517573826745403,-0.6415429185386413
Other,98122,CENTRAL,1973,1,4,0,45082,Other/Specialty Hospital,94,4262316,2879780,1382537,94,0.5847893925796072,0.5458198453067737
Worship Facility,98103,NORTHWEST,1951,1,2,0,41600,Worship Facility,29,1195165,704075,491090,31,-0.6826317764636406,-0.46504304823729586
Small- and Mid-Sized Office,98102,LAKE UNION,1960,1,2,0,34110,Office,75,2563986,2563985,0,18,-0.11700174650067252,-0.6736338040479769
Warehouse,98116,GREATER DUWAMISH,1970,1,1,0,23750,"Non-Refrigerated Warehouse, Office",25,522972,522972,0,4,-0.9603982241809809,-0.8982700026133257
Warehouse,98134,GREATER DUWAMISH,1970,1,1,0,43390,"Non-Refrigerated Warehouse, Office",12,533743,533743,0,4,-0.9559473857932507,-0.8982700026133257
Warehouse,98134,GREATER DUWAMISH,1959,1,1,0,35400,Non-Refrigerated Warehouse,12,419979,282006,137973,9,-1.002957429274982,-0.8180427888399868
Distribution Center,98104,GREATER DUWAMISH,1966,1,1,0,28144,"Distribution Center, Office",30,858701,810350,48351,8,-0.8216668602338779,-0.8340882315946546
Warehouse,98199,GREATER DUWAMISH,1916,1,3,0,71283,"Non-Refrigerated Warehouse, Office",35,2491238,1931964,559274,43,-0.1470629841787517,-0.2724977351812826
Warehouse,98134,GREATER DUWAMISH,1989,1,1,0,23792,"Non-Refrigerated Warehouse, Office",120,2852103,2852102,0,20,0.0020551844953017335,-0.6415429185386413
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1979,1,2,0,47368,"Office, Parking",22,1042653,1042653,0,7,-0.7456534331519236,-0.8501336743493224
Mixed Use Property,98134,GREATER DUWAMISH,1931,1,1,0,46183,"Food Service, Non-Refrigerated Warehouse, Retail Store",41,1890502,1571102,319400,28,-0.39530166672368167,-0.5131793765012992
Small- and Mid-Sized Office,98122,CENTRAL,1984,1,5,22788,49825,"Office, Parking",52,2602214,2086017,516197,42,-0.10120500990368551,-0.28854317793595036
Retail Store,98118,SOUTHEAST,1968,1,1,0,36071,Retail Store,42,1519952,649355,870597,51,-0.5484219122508747,-0.1441341931439404
K-12 School,98118,SOUTHEAST,1989,1,3,0,51672,K-12 School,28,1436510,1213523,222987,20,-0.5829021700494984,-0.6415429185386413
Medical Office,98118,SOUTHEAST,1990,1,2,11082,27270,"Medical Office, Office",77,2108862,2108861,0,15,-0.3050700196765413,-0.7217701323119802
Mixed Use Property,98118,SOUTHEAST,1995,1,1,0,28425,"Fitness Center/Health Club/Gym, Office, Other - Recreation",75,2133798,1215305,918493,57,-0.29476585979942327,-0.04786153661593379
Other,98125,NORTH,2009,1,3,0,35115,Automobile Dealership,55,1922953,1521297,401656,32,-0.3818921266141069,-0.44899760548262807
Mixed Use Property,98103,NORTHWEST,1972,1,1,0,66704,"Distribution Center, Non-Refrigerated Warehouse, Office, Other - Education, Parking",9,600517,262709,337808,20,-0.9283547497796688,-0.6415429185386413
Warehouse,98103,NORTHWEST,1969,1,1,0,25658,"Non-Refrigerated Warehouse, Office",42,1063960,815633,248327,19,-0.7368488640750165,-0.6575883612933091
Small- and Mid-Sized Office,98122,EAST,1907,1,2,0,36000,"Office, Other",29,1046188,813255,232933,18,-0.7441926854311338,-0.6736338040479769
Mixed Use Property,98122,EAST,1913,1,1,0,36000,"Parking, Retail Store",65,1162163,763041,399122,27,-0.6962690031345039,-0.529224819255967
Warehouse,98122,EAST,1915,1,2,0,43200,Non-Refrigerated Warehouse,45,1929852,1155595,774256,49,-0.3790412925191342,-0.17622507865327597
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1913,1,4,12870,40970,"Office, Parking",68,2912455,2337197,575257,47,0.026994094380761592,-0.2083159641626115
Retail Store,98134,GREATER DUWAMISH,1975,1,1,0,43794,"Office, Retail Store",27,1164538,831084,333454,24,-0.6952875955427428,-0.5773611475199703
Warehouse,98134,GREATER DUWAMISH,1968,1,1,0,48280,"Non-Refrigerated Warehouse, Office",56,2701834,1407161,1294673,79,-0.06003961020210958,0.3051382039867572
Distribution Center,98134,GREATER DUWAMISH,1954,1,1,0,36040,"Distribution Center, Office",10,363808,251031,112777,8,-1.0261686485746933,-0.8340882315946546
Supermarket / Grocery Store,98115,NORTHEAST,1965,1,1,0,32822,"Parking, Supermarket/Grocery Store",252,8839812,5408701,3431110,220,2.4763217402243076,2.567545632394913
K-12 School,98115,NORTHEAST,1948,1,1,0,64314,K-12 School,45,2936336,1038090,1898246,108,0.0368623026750131,0.7704560438721225
Worship Facility,98115,NORTHEAST,1950,1,2,0,20385,Worship Facility,40,809292,193858,615434,34,-0.8420838571607517,-0.41690671997329254
Worship Facility,98115,NORTHEAST,1946,1,1,0,24295,Worship Facility,9,216115,216115,0,2,-1.0871989776062618,-0.9303608881226613
Small- and Mid-Sized Office,98105,NORTHEAST,1967,1,2,0,20317,Office,31,620994,620994,0,4,-0.9198931568295666,-0.8982700026133257
Supermarket / Grocery Store,98105,NORTHEAST,1973,1,1,0,24377,Supermarket/Grocery Store,404,9851260,5697593,4153667,260,2.894276580591298,3.2093633425816237
Other,98113,NORTHWEST,1986,1,1,0,33392,Movie Theater,84,2786649,2786648,0,19,-0.024991995509385592,-0.6575883612933091
Supermarket / Grocery Store,98133,NORTHWEST,1986,1,1,0,45155,Supermarket/Grocery Store,148,6674180,4244454,2429726,159,1.5814300830618573,1.5887736243601789
Warehouse,98108,GREATER DUWAMISH,1966,1,1,0,32000,Non-Refrigerated Warehouse,68,2186148,1611215,574933,42,-0.27313357035576236,-0.28854317793595036
Warehouse,98108,GREATER DUWAMISH,1970,1,1,0,44000,Non-Refrigerated Warehouse,95,4302456,1148123,3154333,176,0.601376213940993,1.861546151189531
Warehouse,98108,GREATER DUWAMISH,1973,1,1,0,36000,Non-Refrigerated Warehouse,77,2771820,494348,2277473,124,-0.03111969790021745,1.0271831279468069
Warehouse,98108,GREATER DUWAMISH,1979,1,1,0,31360,"Non-Refrigerated Warehouse, Retail Store",44,1356972,626210,730762,43,-0.6157692003793914,-0.2724977351812826
Warehouse,98108,GREATER DUWAMISH,1979,1,1,0,33320,"Non-Refrigerated Warehouse, Office",70,2339234,1289233,1050001,65,-0.20987472294846007,0.08050200542140838
Warehouse,98108,GREATER DUWAMISH,1979,1,1,0,48020,Non-Refrigerated Warehouse,50,2373568,1450508,923060,59,-0.19568708157771214,-0.015770651106598248
Warehouse,98108,GREATER DUWAMISH,1979,1,1,0,27420,Non-Refrigerated Warehouse,42,1176342,507743,668599,39,-0.6904098965056278,-0.3366795061999537
K-12 School,98122,CENTRAL,1929,1,2,0,24152,K-12 School,7,161363,161363,0,1,-1.109823831696411,-0.9464063308773291
K-12 School,98115,NORTHEAST,1949,1,2,0,43645,K-12 School,56,2053956,518880,1535077,85,-0.32775851030106173,0.4014108605147638
Retail Store,98115,NORTHEAST,1952,1,1,0,26853,Retail Store,69,1399063,1145340,253723,21,-0.5983761785078894,-0.6254974757839735
Other,98134,GREATER DUWAMISH,1909,1,4,0,44775,Other,21,950696,446650,504046,30,-0.7836522954321666,-0.4810884909919636
Other,98134,GREATER DUWAMISH,1916,2,1,0,27760,"Office, Other, Parking, Retail Store",75,2833624,816471,2017153,113,-0.00558078640497353,0.8506832576454614
Other,98134,GREATER DUWAMISH,1937,1,1,0,20975,"Fast Food Restaurant, Other, Other - Entertainment/Public Assembly",17,347438,259882,87556,6,-1.0329331295334847,-0.8661791171039902
Other,98134,GREATER DUWAMISH,1918,1,1,0,26075,Other,62,1608509,1470083,138426,18,-0.5118280124177843,-0.6736338040479769
Warehouse,98134,GREATER DUWAMISH,1992,1,1,0,29394,"Non-Refrigerated Warehouse, Office",32,1486682,1141948,344734,26,-0.5621698830205135,-0.5452702620106347
Warehouse,98134,GREATER DUWAMISH,1926,1,2,0,20400,"Non-Refrigerated Warehouse, Office",22,438557,241070,197487,12,-0.9952805491740397,-0.7699064605759836
